date,time,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb
2000-08-13,1800,TD,22.5N,93.5W,30,1008
2000-08-14,0,TD,22.7N,93.8W,30,1008
2000-08-14,600,TS,23.1N,94.6W,35,1007
2000-08-14,1200,TS,23.5N,95.4W,40,1009
2000-08-14,1800,TS,23.9N,96.3W,45,1009
2000-08-15,0,TS,24.1N,97.0W,45,1007
2000-08-15,600,TS,24.5N,97.7W,45,1009
2000-08-15,1200,TD,24.9N,98.6W,30,1010
2000-08-15,1800,TD,25.2N,99.8W,25,1012
2000-08-17,1200,TD,14.2N,51.9W,25,1009
2000-08-17,1800,TD,14.7N,52.8W,25,1009
2000-08-18,0,TD,15.2N,53.4W,25,1009
2000-08-18,600,TD,15.6N,54.1W,30,1009
2000-08-18,1200,TS,16.2N,55.4W,35,1008
2000-08-18,1800,TD,16.8N,56.5W,30,1011
2000-08-19,0,TD,17.3N,57.7W,25,1012
2000-08-19,600,TD,17.8N,59.0W,25,1012
2000-08-19,1200,TD,18.3N,60.4W,20,1013
2000-08-19,1800,TD,12.0N,44.5W,30,1010
2000-08-20,0,TD,12.6N,45.3W,30,1010
2000-08-20,600,TS,13.3N,46.8W,35,1009
2000-08-20,1200,TS,14.0N,48.8W,40,1008
2000-08-20,1800,TS,14.7N,50.6W,45,1007
2000-08-21,0,TS,15.1N,52.1W,55,1006
2000-08-21,600,HU,15.4N,54.0W,65,1005
2000-08-21,1200,HU,15.7N,56.3W,75,1004
2000-08-21,1800,HU,16.1N,58.5W,75,1004
2000-08-22,0,HU,16.8N,60.1W,70,995
2000-08-22,300,HU,17.1N,60.9W,70,991
2000-08-22,600,HU,17.5N,61.7W,65,993
2000-08-22,915,HU,17.9N,62.8W,65,993
2000-08-22,1200,HU,18.1N,63.5W,65,994
2000-08-22,1500,HU,18.5N,64.4W,65,994
2000-08-22,1800,HU,18.8N,65.4W,65,995
2000-08-23,0,HU,19.2N,66.7W,65,995
2000-08-23,600,HU,19.5N,68.1W,65,995
2000-08-23,1200,TS,19.8N,69.7W,60,1005
2000-08-23,1800,TS,20.0N,71.5W,50,1009
2000-08-24,0,TS,19.9N,73.3W,40,1010
2000-08-24,600,TS,19.6N,75.1W,35,1011
2000-08-24,1200,TD,19.5N,77.0W,30,1011
2000-09-01,1200,TD,14.8N,45.2W,25,1009
2000-09-01,1800,TD,15.0N,47.0W,30,1009
2000-09-02,0,TD,15.6N,48.3W,30,1009
2000-09-02,600,TS,16.2N,49.5W,35,1008
2000-09-02,1200,TS,16.9N,50.8W,35,1008
2000-09-02,1800,TS,17.5N,52.1W,35,1008
2000-09-03,0,TS,18.2N,53.6W,35,1008
2000-09-03,600,TS,18.8N,55.0W,35,1008
2000-09-03,1200,TS,19.4N,56.6W,35,1008
2000-09-03,1800,TD,20.0N,58.0W,30,1009
2000-09-08,1800,TD,27.5N,93.5W,25,1009
2000-09-08,2100,TD,28.0N,93.5W,30,1008
2000-09-09,0,TD,28.5N,93.5W,30,1009
2000-09-09,600,TD,29.3N,93.8W,25,1009
2000-09-09,1000,TD,29.9N,93.9W,25,1009
2000-09-09,1200,TD,30.0N,94.0W,25,1010
2000-09-10,1800,SD,30.9N,70.9W,30,1007
2000-09-11,0,SD,30.8N,71.3W,30,1007
2000-09-11,600,TD,30.7N,71.8W,30,1006
2000-09-11,1200,TS,30.4N,72.2W,45,1002
2000-09-11,1800,HU,30.1N,72.6W,65,998
2000-09-12,0,HU,30.1N,72.7W,65,992
2000-09-12,600,TS,30.2N,72.8W,60,993
2000-09-12,1200,TS,30.3N,73.1W,60,991
2000-09-12,1800,HU,30.6N,73.3W,65,987
2000-09-13,0,HU,30.8N,73.7W,65,986
2000-09-13,600,HU,30.7N,74.0W,65,986
2000-09-13,1200,TS,30.7N,73.8W,60,987
2000-09-13,1800,TS,30.5N,73.7W,55,989
2000-09-14,0,TS,30.2N,73.6W,50,991
2000-09-14,600,TS,29.6N,73.6W,45,993
2000-09-14,1200,TS,29.5N,73.4W,45,994
2000-09-14,1800,TS,29.3N,73.1W,45,995
2000-09-15,0,TS,29.2N,72.8W,45,995
2000-09-15,600,TS,29.1N,72.4W,45,996
2000-09-15,1200,TS,29.8N,71.2W,50,997
2000-09-15,1800,TS,30.1N,69.7W,60,997
2000-09-16,0,HU,30.8N,67.5W,65,994
2000-09-16,600,HU,32.6N,66.1W,65,988
2000-09-16,1200,HU,34.3N,64.2W,65,987
2000-09-16,1800,HU,36.1N,61.8W,70,985
2000-09-17,0,TS,37.9N,59.5W,60,990
2000-09-17,600,TS,40.1N,57.4W,55,995
2000-09-17,1200,TS,42.5N,55.0W,50,1000
2000-09-17,1800,TS,45.5N,53.0W,50,1002
2000-09-14,1200,TD,19.8N,87.3W,25,1008
2000-09-14,1800,TD,20.4N,87.4W,25,1007
2000-09-15,0,TD,20.7N,87.7W,25,1007
2000-09-15,600,TD,21.0N,88.0W,25,1006
2000-09-15,1200,TD,21.4N,88.7W,25,1004
2000-09-15,1800,TD,21.6N,87.8W,30,1004
2000-09-16,0,TS,22.5N,86.7W,40,1000
2000-09-16,600,TS,22.9N,86.6W,50,997
2000-09-16,1200,TS,23.5N,86.3W,55,992
2000-09-16,1800,TS,24.3N,85.9W,60,983
2000-09-17,0,HU,25.2N,85.4W,65,985
2000-09-17,600,HU,26.1N,84.9W,70,981
2000-09-17,1200,HU,27.1N,84.3W,65,987
2000-09-17,1800,HU,28.0N,83.8W,65,985
2000-09-18,0,TS,28.9N,83.4W,60,989
2000-09-18,300,TS,29.3N,83.2W,55,991
2000-09-18,600,TS,29.8N,83.0W,40,1000
2000-09-18,1200,TD,31.0N,82.3W,30,1006
2000-09-18,1800,EX,32.3N,81.5W,25,1011
2000-09-19,0,EX,33.5N,80.2W,25,1011
2000-09-19,600,EX,35.0N,79.0W,20,1011
2000-09-19,1200,EX,37.0N,78.2W,20,1010
2000-09-19,1800,EX,38.5N,76.0W,25,1008
2000-09-20,0,EX,40.0N,74.0W,25,1007
2000-09-20,600,EX,41.5N,72.0W,25,1005
2000-09-20,1200,EX,42.0N,69.5W,30,1005
2000-09-20,1800,EX,42.5N,67.2W,30,1005
2000-09-21,0,EX,43.0N,65.0W,30,1004
2000-09-21,600,EX,43.5N,63.0W,30,1003
2000-09-15,1200,TD,14.9N,52.2W,25,1010
2000-09-15,1800,TD,15.3N,53.0W,25,1010
2000-09-16,0,TD,15.6N,53.6W,25,1010
2000-09-16,600,TD,15.8N,54.4W,25,1010
2000-09-16,1200,TD,16.1N,55.9W,30,1010
2000-09-16,1800,WV,16.4N,58.0W,30,1010
2000-09-17,0,WV,16.6N,59.9W,30,1010
2000-09-17,600,WV,16.6N,61.7W,30,1010
2000-09-17,1200,WV,16.4N,63.6W,30,1010
2000-09-17,1800,WV,16.7N,65.6W,30,1010
2000-09-18,0,WV,17.0N,67.1W,30,1010
2000-09-18,600,WV,17.1N,68.7W,30,1010
2000-09-18,1200,WV,17.2N,70.6W,30,1010
2000-09-18,1800,WV,17.4N,72.5W,30,1010
2000-09-19,0,WV,17.6N,74.4W,30,1010
2000-09-19,600,WV,18.3N,76.3W,30,1010
2000-09-19,1200,WV,18.9N,78.3W,30,1010
2000-09-19,1800,TD,19.4N,79.6W,30,1010
2000-09-20,0,TD,19.9N,81.0W,30,1010
2000-09-20,600,TD,20.7N,82.6W,25,1010
2000-09-20,1200,TD,21.8N,84.3W,25,1010
2000-09-20,1800,TD,23.0N,85.4W,25,1010
2000-09-21,0,TD,23.9N,86.1W,25,1008
2000-09-21,600,TS,24.9N,86.6W,35,1007
2000-09-21,1200,TS,26.1N,87.0W,45,1006
2000-09-21,1800,TS,27.1N,87.1W,60,999
2000-09-22,0,TS,28.4N,87.2W,60,996
2000-09-22,600,TS,29.5N,87.2W,50,1001
2000-09-22,1200,TS,30.5N,86.6W,35,1006
2000-09-22,1800,TD,31.6N,85.4W,25,1010
2000-09-23,0,TD,32.9N,83.5W,25,1011
2000-09-23,600,TD,33.6N,81.7W,25,1012
2000-09-23,1200,TD,34.4N,80.0W,25,1011
2000-09-23,1800,TS,35.4N,78.0W,35,1010
2000-09-24,0,TS,36.4N,76.1W,40,1008
2000-09-24,600,TS,37.2N,74.7W,45,1005
2000-09-24,1200,TS,38.0N,72.5W,45,1001
2000-09-24,1800,TS,39.2N,70.1W,45,997
2000-09-25,0,TS,40.1N,66.8W,55,993
2000-09-25,600,TS,41.6N,62.2W,60,986
2000-09-25,1200,TS,44.0N,55.5W,55,988
2000-09-25,1800,TS,46.1N,48.8W,45,990
2000-09-21,1200,TD,11.5N,23.0W,30,1008
2000-09-21,1800,TD,11.9N,24.5W,30,1008
2000-09-22,0,TS,12.3N,25.9W,35,1005
2000-09-22,600,TS,12.7N,27.2W,40,1001
2000-09-22,1200,TS,13.1N,28.7W,45,1000
2000-09-22,1800,TS,13.5N,30.1W,45,1000
2000-09-23,0,TS,13.7N,31.2W,50,997
2000-09-23,600,TS,13.9N,32.3W,55,994
2000-09-23,1200,HU,14.3N,33.2W,70,984
2000-09-23,1800,HU,14.6N,34.2W,85,973
2000-09-24,0,HU,14.9N,35.0W,105,960
2000-09-24,600,HU,15.1N,35.8W,100,960
2000-09-24,1200,HU,15.5N,36.8W,100,960
2000-09-24,1800,HU,15.8N,37.8W,100,960
2000-09-25,0,HU,16.3N,38.6W,95,965
2000-09-25,600,HU,16.7N,39.5W,95,965
2000-09-25,1200,HU,17.2N,40.4W,90,970
2000-09-25,1800,HU,17.6N,41.2W,90,970
2000-09-26,0,HU,17.9N,42.0W,90,970
2000-09-26,600,HU,18.3N,42.9W,85,973
2000-09-26,1200,HU,18.6N,43.9W,75,980
2000-09-26,1800,HU,19.1N,45.0W,75,980
2000-09-27,0,HU,19.6N,46.0W,80,977
2000-09-27,600,HU,20.4N,47.0W,85,973
2000-09-27,1200,HU,21.0N,48.1W,90,970
2000-09-27,1800,HU,21.9N,49.5W,95,965
2000-09-28,0,HU,22.8N,50.6W,100,960
2000-09-28,600,HU,23.8N,52.0W,105,955
2000-09-28,1200,HU,25.0N,52.9W,110,950
2000-09-28,1800,HU,26.6N,54.2W,120,943
2000-09-29,0,HU,28.0N,55.1W,115,948
2000-09-29,600,HU,29.7N,55.9W,110,950
2000-09-29,1200,HU,31.2N,56.2W,105,955
2000-09-29,1800,HU,32.9N,55.9W,90,965
2000-09-30,0,HU,34.4N,55.2W,85,970
2000-09-30,600,HU,35.7N,54.0W,80,975
2000-09-30,1200,HU,37.0N,51.8W,75,979
2000-09-30,1800,HU,38.3N,49.8W,70,985
2000-10-01,0,HU,39.7N,47.9W,65,987
2000-10-01,600,TS,40.9N,45.7W,60,990
2000-10-01,1200,TS,42.1N,43.6W,55,990
2000-10-01,1800,EX,43.5N,39.5W,55,990
2000-10-02,0,EX,44.5N,36.5W,55,982
2000-10-02,600,EX,45.7N,33.0W,60,972
2000-10-02,1200,EX,47.0N,29.0W,60,975
2000-10-02,1800,EX,48.5N,25.0W,60,976
2000-10-03,0,EX,49.5N,20.5W,60,976
2000-10-03,600,EX,50.5N,16.5W,60,978
2000-10-03,1200,EX,52.0N,12.0W,55,982
2000-10-03,1800,EX,55.0N,9.0W,45,988
2000-10-04,0,EX,58.0N,6.0W,45,989
2000-10-04,600,EX,62.0N,4.0W,45,994
2000-09-25,1200,TD,11.2N,29.6W,25,1009
2000-09-25,1800,TD,11.4N,30.7W,30,1009
2000-09-26,0,TS,11.5N,31.9W,35,1008
2000-09-26,600,TS,11.6N,33.0W,35,1007
2000-09-26,1200,TS,11.6N,34.1W,35,1005
2000-09-26,1800,TS,11.7N,35.3W,40,1002
2000-09-27,0,TS,12.1N,36.4W,50,998
2000-09-27,600,TS,12.2N,37.6W,55,993
2000-09-27,1200,HU,12.4N,38.8W,65,985
2000-09-27,1800,HU,12.5N,40.1W,70,978
2000-09-28,0,HU,12.4N,41.3W,75,976
2000-09-28,600,HU,12.2N,42.5W,80,975
2000-09-28,1200,HU,11.7N,43.8W,80,975
2000-09-28,1800,HU,11.3N,45.0W,75,976
2000-09-29,0,HU,10.9N,46.1W,75,977
2000-09-29,600,HU,10.7N,47.2W,70,980
2000-09-29,1200,HU,10.5N,48.6W,65,984
2000-09-29,1800,TS,10.5N,50.1W,60,988
2000-09-30,0,TS,10.4N,51.7W,55,992
2000-09-30,600,TS,10.3N,53.3W,50,996
2000-09-30,1200,TS,10.3N,54.9W,45,1000
2000-09-30,1800,TS,10.5N,56.6W,40,1003
2000-10-01,0,TS,10.7N,58.0W,40,1005
2000-10-01,600,TS,11.0N,59.5W,35,1006
2000-10-01,1200,TS,11.3N,60.9W,35,1007
2000-10-01,1800,TD,11.7N,62.3W,30,1008
2000-10-02,0,TD,11.9N,63.5W,30,1009
2000-10-02,600,TD,11.9N,64.9W,25,1009
2000-09-28,1800,TD,16.1N,82.9W,25,1005
2000-09-29,0,TD,16.2N,83.3W,25,1004
2000-09-29,600,TD,16.6N,83.6W,30,1003
2000-09-29,1200,TD,16.9N,84.0W,30,1002
2000-09-29,1800,TS,17.4N,84.8W,40,1000
2000-09-30,0,TS,17.7N,85.4W,45,993
2000-09-30,600,TS,17.9N,86.0W,55,987
2000-09-30,1200,HU,17.9N,86.4W,65,982
2000-09-30,1800,HU,17.9N,86.7W,75,977
2000-10-01,0,HU,17.9N,86.9W,100,955
2000-10-01,600,HU,17.9N,87.2W,120,941
2000-10-01,700,HU,17.9N,87.3W,120,939
2000-10-01,1200,HU,17.9N,87.4W,115,944
2000-10-01,1800,HU,17.9N,87.7W,110,950
2000-10-02,0,HU,17.8N,87.9W,100,959
2000-10-02,600,HU,17.6N,87.8W,80,974
2000-10-02,1200,HU,17.7N,87.8W,70,980
2000-10-02,1800,HU,17.7N,87.9W,65,987
2000-10-02,2300,HU,17.9N,88.0W,65,988
2000-10-03,0,TS,17.9N,88.0W,60,989
2000-10-03,300,TS,17.9N,88.2W,60,990
2000-10-03,600,TS,18.0N,88.4W,45,990
2000-10-03,1200,TD,18.3N,88.8W,30,995
2000-10-03,1800,TD,18.6N,89.5W,30,998
2000-10-04,0,TD,19.0N,90.4W,25,1000
2000-10-04,600,TD,19.5N,91.4W,30,1000
2000-10-04,1200,TS,19.9N,92.5W,35,999
2000-10-04,1800,TS,20.3N,93.5W,40,996
2000-10-05,0,TS,20.7N,94.8W,60,988
2000-10-05,600,HU,21.2N,96.1W,65,987
2000-10-05,1200,HU,21.8N,97.0W,75,983
2000-10-05,1800,HU,22.6N,97.9W,80,980
2000-10-06,0,TS,23.2N,99.0W,45,988
2000-10-06,600,TD,23.5N,100.0W,30,1002
2000-10-06,1200,TD,23.8N,101.0W,20,1007
2000-10-04,1200,SD,29.0N,81.4W,30,1012
2000-10-04,1800,SD,29.5N,80.8W,30,1012
2000-10-05,0,SD,29.7N,79.9W,30,1010
2000-10-05,600,SD,29.8N,78.6W,30,1010
2000-10-05,1200,TS,29.9N,77.3W,35,1009
2000-10-05,1800,TS,30.2N,75.9W,35,1009
2000-10-06,0,TS,30.3N,74.3W,35,1010
2000-10-06,600,TS,30.6N,73.1W,40,1006
2000-10-06,1200,TS,30.9N,72.4W,40,1007
2000-10-06,1800,TS,31.3N,71.8W,40,1007
2000-10-07,0,TS,32.1N,70.7W,40,1006
2000-10-07,600,TS,33.1N,69.6W,40,1006
2000-10-07,1200,TS,35.4N,68.3W,40,1006
2000-10-07,1800,EX,37.4N,66.7W,40,1005
2000-10-08,0,EX,40.0N,64.0W,40,1004
2000-10-08,600,EX,43.0N,60.0W,40,1003
2000-10-08,1200,EX,46.0N,57.0W,40,1003
2000-10-08,1800,EX,49.0N,54.0W,35,1005
2000-10-09,0,EX,51.0N,50.0W,35,1007
2000-10-09,600,EX,53.0N,46.0W,35,1006
2000-10-09,1200,EX,55.0N,41.0W,35,1005
2000-10-09,1800,EX,56.0N,36.0W,35,1003
2000-10-10,0,EX,56.0N,30.0W,40,999
2000-10-10,600,EX,55.0N,24.0W,50,987
2000-10-10,1200,EX,54.0N,17.0W,55,980
2000-10-10,1800,EX,53.0N,10.0W,60,973
2000-10-15,1200,SD,30.0N,71.2W,30,1007
2000-10-15,1800,SD,30.0N,71.5W,30,1006
2000-10-16,0,SS,29.9N,71.8W,35,1005
2000-10-16,600,SS,29.9N,71.9W,35,1005
2000-10-16,1200,SS,29.7N,71.7W,35,1005
2000-10-16,1800,SS,29.8N,71.4W,35,1004
2000-10-17,0,TS,29.9N,71.1W,35,1003
2000-10-17,600,TS,29.8N,71.0W,45,1000
2000-10-17,1200,TS,29.8N,70.9W,55,995
2000-10-17,1800,HU,30.1N,70.9W,65,988
2000-10-18,0,HU,30.4N,70.9W,65,988
2000-10-18,600,HU,30.8N,70.8W,65,986
2000-10-18,1200,HU,31.5N,70.4W,65,984
2000-10-18,1800,HU,32.6N,69.5W,70,979
2000-10-19,0,HU,34.2N,67.8W,75,983
2000-10-19,600,HU,36.3N,65.5W,65,986
2000-10-19,1200,HU,39.8N,61.6W,75,979
2000-10-19,1800,HU,44.0N,58.5W,85,965
2000-10-20,0,EX,48.0N,56.5W,75,966
2000-10-20,600,EX,50.0N,56.0W,70,966
2000-10-20,1200,EX,51.0N,53.5W,65,968
2000-10-20,1800,EX,52.0N,50.5W,60,970
2000-10-19,1200,TD,26.2N,59.9W,25,1009
2000-10-19,1800,TD,27.5N,59.4W,30,1008
2000-10-20,0,TD,28.7N,58.8W,30,1008
2000-10-20,600,TD,29.7N,58.0W,30,1005
2000-10-20,1200,TS,30.4N,57.2W,35,1003
2000-10-20,1800,TS,31.4N,56.3W,40,1000
2000-10-21,0,TS,32.4N,55.2W,50,999
2000-10-21,600,TS,33.3N,53.5W,50,1000
2000-10-21,1200,TS,34.1N,52.3W,50,1000
2000-10-21,1800,TS,34.8N,51.3W,45,1000
2000-10-22,0,EX,35.7N,50.5W,40,1004
2000-10-22,600,EX,37.0N,49.0W,40,1005
2000-10-22,1200,EX,39.0N,47.0W,35,1005
2000-10-25,0,EX,21.5N,69.5W,30,1009
2000-10-25,600,EX,22.5N,70.0W,35,1007
2000-10-25,1200,EX,23.5N,70.9W,35,1006
2000-10-25,1800,SS,24.5N,71.7W,35,1005
2000-10-26,0,SS,25.7N,71.7W,35,1004
2000-10-26,600,SS,26.6N,71.7W,35,1003
2000-10-26,1200,SS,27.4N,71.8W,40,1002
2000-10-26,1800,SS,28.3N,72.1W,45,1000
2000-10-27,0,SS,29.2N,72.5W,50,997
2000-10-27,600,SS,30.0N,72.6W,50,997
2000-10-27,1200,SS,30.9N,72.5W,50,997
2000-10-27,1800,SS,32.6N,71.6W,50,996
2000-10-28,0,SS,34.2N,70.7W,50,994
2000-10-28,600,SS,35.7N,69.9W,50,992
2000-10-28,1200,SS,36.5N,68.1W,50,990
2000-10-28,1800,SS,38.0N,65.5W,55,984
2000-10-29,0,SS,40.5N,62.6W,55,978
2000-10-29,200,SS,41.7N,61.6W,55,976
2000-10-29,600,EX,44.0N,60.0W,50,980
2000-10-29,1200,EX,46.0N,59.5W,45,992
2001-06-05,1200,TS,27.5N,95.0W,40,1007
2001-06-05,1800,TS,28.5N,95.3W,50,1002
2001-06-05,2100,TS,28.9N,95.3W,45,1003
2001-06-06,0,TS,29.3N,95.3W,45,1003
2001-06-06,600,TD,30.1N,95.2W,30,1006
2001-06-06,1200,TD,31.0N,95.2W,20,1005
2001-06-06,1800,TD,31.5N,95.0W,20,1005
2001-06-07,0,TD,31.6N,95.0W,20,1005
2001-06-07,600,TD,31.8N,94.9W,20,1006
2001-06-07,1200,TD,31.4N,94.9W,20,1006
2001-06-07,1800,TD,31.1N,95.0W,15,1007
2001-06-08,0,TD,30.9N,95.6W,15,1002
2001-06-08,600,TD,30.7N,96.1W,20,1004
2001-06-08,1200,TD,30.4N,96.2W,20,1007
2001-06-08,1800,TD,30.2N,96.1W,20,1007
2001-06-09,0,TD,29.9N,95.9W,20,1007
2001-06-09,600,TD,29.6N,95.8W,20,1007
2001-06-09,1200,TD,29.3N,95.8W,20,1007
2001-06-09,1800,TD,28.9N,95.6W,20,1008
2001-06-10,0,SD,28.6N,95.2W,20,1008
2001-06-10,600,SD,28.6N,94.7W,25,1007
2001-06-10,1200,SD,28.7N,94.3W,25,1006
2001-06-10,1800,SD,28.8N,93.5W,30,1006
2001-06-11,0,SD,29.1N,92.3W,30,1005
2001-06-11,200,SD,29.6N,91.6W,30,1004
2001-06-11,600,SS,30.0N,90.5W,35,1003
2001-06-11,1200,SS,30.7N,89.4W,40,1000
2001-06-11,1800,SS,31.0N,88.4W,35,1002
2001-06-12,0,SD,31.3N,87.4W,25,1004
2001-06-12,600,SD,31.8N,86.1W,20,1005
2001-06-12,1200,SD,32.4N,84.7W,20,1006
2001-06-12,1800,SD,32.8N,83.6W,20,1006
2001-06-13,0,SD,33.1N,82.6W,20,1006
2001-06-13,600,SD,33.4N,81.6W,25,1004
2001-06-13,1200,SD,33.7N,80.7W,25,1005
2001-06-13,1800,SD,34.0N,79.6W,25,1006
2001-06-14,0,SD,34.3N,78.5W,25,1006
2001-06-14,600,SD,34.6N,77.9W,25,1006
2001-06-14,1200,SD,34.7N,77.7W,25,1007
2001-06-14,1800,SD,34.6N,77.6W,25,1008
2001-06-15,0,SD,34.6N,77.2W,25,1008
2001-06-15,600,SD,34.9N,77.0W,25,1008
2001-06-15,1200,SD,35.5N,76.9W,25,1008
2001-06-15,1800,SD,35.9N,76.8W,25,1009
2001-06-16,0,SD,36.3N,76.6W,25,1007
2001-06-16,600,SD,36.6N,76.2W,25,1007
2001-06-16,1200,SD,36.8N,75.9W,25,1007
2001-06-16,1800,SD,37.2N,75.5W,25,1006
2001-06-17,0,SD,37.8N,75.4W,25,1006
2001-06-17,600,SD,38.6N,74.5W,30,1005
2001-06-17,1200,SS,39.3N,73.4W,40,1004
2001-06-17,1800,SS,40.0N,72.1W,35,1005
2001-06-18,0,EX,40.6N,70.8W,30,1006
2001-06-18,600,EX,41.3N,69.4W,30,1008
2001-06-18,1200,EX,42.0N,67.4W,30,1009
2001-06-18,1800,EX,42.7N,64.6W,25,1011
2001-06-19,0,EX,43.5N,61.0W,20,1012
2001-07-11,1800,TD,10.9N,42.1W,25,1011
2001-07-12,0,TD,11.4N,43.8W,25,1010
2001-07-12,600,TD,11.8N,45.3W,25,1011
2001-07-12,1200,TD,12.5N,46.9W,25,1011
2001-07-12,1800,TD,13.1N,48.5W,25,1012
2001-08-02,1200,TD,25.7N,84.8W,30,1011
2001-08-02,1800,TS,26.2N,84.9W,45,1010
2001-08-03,0,TS,26.4N,85.6W,40,1007
2001-08-03,600,TS,26.6N,86.3W,35,1008
2001-08-03,1200,TS,26.9N,87.0W,35,1007
2001-08-03,1800,TS,26.8N,87.2W,35,1007
2001-08-04,0,TD,26.7N,87.5W,30,1005
2001-08-04,600,TD,26.6N,87.8W,30,1005
2001-08-04,1200,TD,26.9N,87.7W,30,1006
2001-08-04,1800,TS,27.1N,87.5W,35,1005
2001-08-05,0,TS,27.3N,87.3W,35,1003
2001-08-05,600,TS,27.5N,86.7W,40,1004
2001-08-05,1200,TS,28.1N,86.4W,50,990
2001-08-05,1800,TS,28.6N,86.4W,60,991
2001-08-06,0,TS,29.5N,86.3W,60,992
2001-08-06,500,TS,30.4N,86.3W,60,990
2001-08-06,600,TS,30.6N,86.4W,60,991
2001-08-06,1200,TD,31.8N,86.9W,25,1007
2001-08-06,1800,TD,32.7N,87.7W,20,1009
2001-08-07,0,TD,33.3N,88.5W,15,1012
2001-08-07,600,LO,34.0N,89.1W,15,1015
2001-08-07,1200,LO,34.7N,89.7W,10,1017
2001-08-07,1800,LO,35.6N,89.8W,10,1018
2001-08-08,0,LO,36.6N,89.9W,10,1016
2001-08-08,600,LO,37.5N,90.0W,10,1017
2001-08-14,1800,TD,12.8N,37.0W,25,1010
2001-08-15,0,TD,12.9N,39.3W,25,1010
2001-08-15,600,TD,12.6N,41.6W,25,1010
2001-08-15,1200,TD,12.3N,43.9W,30,1010
2001-08-15,1800,TD,12.3N,46.3W,30,1010
2001-08-16,0,TD,12.4N,48.8W,30,1010
2001-08-16,600,TD,12.4N,51.3W,30,1011
2001-08-16,1200,WV,12.7N,53.9W,30,1012
2001-08-16,1800,WV,12.7N,57.2W,30,1012
2001-08-17,0,WV,13.1N,60.6W,35,1011
2001-08-17,600,WV,13.3N,62.8W,35,1011
2001-08-17,1200,TS,13.7N,64.6W,35,1010
2001-08-17,1800,TS,14.2N,66.4W,35,1006
2001-08-18,0,TS,14.4N,68.2W,45,1004
2001-08-18,600,TS,14.6N,70.4W,55,1003
2001-08-18,1200,TS,14.8N,72.9W,50,1006
2001-08-18,1800,TS,15.3N,75.2W,50,1003
2001-08-19,0,TS,15.3N,77.2W,55,1002
2001-08-19,600,TS,15.4N,78.4W,60,997
2001-08-19,1200,TS,15.7N,79.6W,60,1004
2001-08-19,1800,TS,16.2N,81.1W,55,1005
2001-08-20,0,TS,16.7N,82.6W,50,1007
2001-08-20,600,TS,17.1N,84.1W,50,1008
2001-08-20,1200,TS,17.5N,85.6W,50,1007
2001-08-20,1800,TS,17.9N,86.7W,55,1006
2001-08-21,0,TS,18.1N,87.7W,60,1000
2001-08-21,200,TS,18.1N,87.8W,60,999
2001-08-21,600,TS,18.2N,88.1W,55,1000
2001-08-21,1200,TS,18.4N,88.7W,45,1002
2001-08-21,1800,TS,18.6N,89.5W,35,1006
2001-08-22,0,TD,18.7N,90.3W,25,1007
2001-08-22,600,TD,18.4N,91.2W,25,1008
2001-08-22,1200,TD,17.9N,92.2W,25,1009
2001-08-22,1200,TS,17.9N,64.3W,45,1010
2001-08-22,1800,TS,19.1N,65.9W,50,1009
2001-08-23,0,TS,19.8N,67.4W,50,1010
2001-08-23,600,TS,20.7N,68.9W,50,1010
2001-08-23,1200,TD,21.6N,69.8W,30,1012
2001-08-23,1800,WV,23.0N,70.2W,25,1012
2001-08-24,0,LO,24.6N,70.8W,25,1013
2001-08-24,600,LO,26.6N,70.7W,25,1013
2001-08-24,1200,LO,28.6N,70.7W,25,1012
2001-08-24,1800,LO,30.3N,70.2W,25,1012
2001-08-25,0,LO,31.5N,69.4W,25,1011
2001-08-25,600,LO,32.7N,67.9W,25,1011
2001-08-25,1200,LO,34.0N,66.5W,25,1010
2001-08-25,1800,LO,35.0N,66.0W,25,1008
2001-08-26,0,LO,35.0N,66.0W,25,1008
2001-08-26,600,LO,35.0N,66.0W,25,1008
2001-08-26,1200,LO,35.2N,65.5W,25,1008
2001-08-26,1800,TD,35.5N,65.0W,30,1004
2001-08-27,0,TS,36.3N,63.3W,40,1001
2001-08-27,600,TS,37.7N,62.0W,50,1000
2001-08-27,1200,TS,38.9N,60.7W,55,996
2001-08-27,1800,TS,40.6N,59.4W,60,994
2001-08-28,0,TS,42.1N,57.5W,60,995
2001-08-28,600,TS,43.5N,56.0W,55,996
2001-08-28,1200,TS,44.0N,53.4W,50,997
2001-08-28,1800,EX,45.5N,50.5W,45,998
2001-08-29,0,EX,47.0N,48.5W,45,999
2001-08-29,600,EX,49.0N,45.0W,45,999
2001-08-29,1200,EX,51.0N,40.9W,40,1000
2001-09-01,1800,TD,12.5N,34.3W,30,1006
2001-09-02,0,TD,12.9N,35.9W,30,1005
2001-09-02,600,TS,13.2N,37.5W,40,1002
2001-09-02,1200,TS,13.5N,39.0W,45,1003
2001-09-02,1800,TS,14.1N,40.6W,45,1003
2001-09-03,0,TS,14.7N,42.2W,45,1003
2001-09-03,600,TS,15.3N,43.7W,50,1003
2001-09-03,1200,TS,15.9N,45.3W,50,1003
2001-09-03,1800,TS,16.3N,47.1W,40,1002
2001-09-04,0,TS,16.7N,48.7W,40,1002
2001-09-04,600,TS,17.0N,50.3W,45,1000
